tid,toi,toidisplay,tfopwg_disp,disposition_group,target_confirmed_planet,target_label_name,pl_orbper,pl_rade,st_tmag,st_teff,st_rad,missing_feature_count,missing_feature_names,rowupdate,release_date,planet_probability,priority_score
168751223,2331.01,TOI-2331.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,4.7150942,7.48939,13.3666,3798.0,0.57,0,,2021-10-29 12:59:15,2026-05-15 16:14:29,0.75,0.5291024228972045
286000547,2332.01,TOI-2332.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,7.4972297,11.9137,12.2015,5596.2,1.0,0,,2023-03-07 12:02:42,2026-05-15 16:14:29,0.735,0.5342022549971086
358579111,2333.01,TOI-2333.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,14.2197641,8.78678,12.3462,6115.0,1.83,0,,2023-09-06 12:02:53,2026-05-15 16:14:29,0.325,0.32725009885150885
200743403,2334.01,TOI-2334.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,7.9980831,10.9403,12.1385,5556.0,1.7,0,,2021-10-29 12:59:15,2026-05-15 16:14:29,0.815,0.5748643587331882
160003961,2335.01,TOI-2335.01,APC,candidate_for_prediction,,to_be_predicted_after_model_training,1.4492052,6.15666,12.1323,6004.9,1.12,0,,2021-10-29 12:59:15,2026-05-15 16:14:29,0.095,0.21529108448798684
269400980,2557.01,TOI-2557.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,9.8302309,27.5606205,11.2047,6683.6,2.86532,0,,2025-07-10 10:08:01,2026-05-15 16:14:29,0.08,0.21748461655950363
283307274,2558.01,TOI-2558.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,17.7859152,12.0078948,11.6919,5834.0,1.38395,0,,2025-07-09 16:00:02,2026-05-15 16:14:29,0.84,0.5917161449828066
441453629,2559.01,TOI-2559.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,4.2002507,14.9915,13.1141,5709.9,0.91,0,,2024-09-12 12:02:47,2026-05-15 16:14:29,0.67,0.49189430584974003
441155146,2560.01,TOI-2560.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,3.5511203,13.8379,13.5328,5321.0,0.98,0,,2021-10-29 12:59:15,2026-05-15 16:14:29,0.915,0.6098471090593733
422385684,2561.01,TOI-2561.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,2.7754004,15.2778,12.1504,5905.0,1.62,0,,2023-02-06 10:10:02,2026-05-15 16:14:29,0.835,0.5850203029956201
420177051,2562.01,TOI-2562.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,4.0483695,13.766,12.5945,6054.0,1.24,0,,2025-09-09 12:04:04,2026-05-15 16:14:29,0.735,0.5300897701775235
387409975,2563.01,TOI-2563.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,5.0182311,13.248,13.3848,5487.0,1.02,0,,2025-11-04 12:03:46,2026-05-15 16:14:29,0.86,0.5838866083905648
334482103,2564.01,TOI-2564.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,3.7257237,11.5792771,12.4683,5698.0,1.1429501,0,,2025-07-09 16:00:02,2026-05-15 16:14:29,0.53,0.42898873855264774
321086563,2565.01,TOI-2565.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,3.9704457,11.7222736,12.3642,5840.0,1.89732,0,,2023-07-12 16:02:01,2026-05-15 16:14:29,0.45,0.3901147267297559
284679064,2566.01,TOI-2566.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,4.2102425,8.4263554,13.0599,4927.6,0.816613,0,,2025-08-01 10:05:58,2026-05-15 16:14:29,0.47,0.392486989788936
257067559,2568.01,TOI-2568.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,3.4843271,15.9782,12.104,7250.0,1.57,0,,2021-11-29 12:02:15,2026-05-15 16:14:29,0.27,0.3029893139145086
248655556,2569.01,TOI-2569.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,13.1147744,9.79059,11.1769,5496.1,1.54,0,,2021-10-29 12:59:15,2026-05-15 16:14:29,0.7,0.5276089075824256
219762508,1878.01,TOI-1878.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,3.2351013,6.9705803,12.9737,5976.0,1.06446,0,,2024-09-01 12:02:56,2026-05-15 16:14:29,0.27,0.29348390439596084
243335710,1879.01,TOI-1879.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,13.7045951,17.0437214,12.9935,6531.0,1.49611,0,,2024-02-15 12:03:00,2026-05-15 16:14:29,0.165,0.24019348165233376
280830734,188.01,TOI-188.01,APC,candidate_for_prediction,,to_be_predicted_after_model_training,1.1619531,3.4842503,9.4668,6340.3,1.66089,0,,2024-12-03 16:02:01,2026-05-15 16:14:29,0.025,0.20948179916202575
359357695,1880.01,TOI-1880.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,1.7263781,8.0540139,13.0614,3631.4,0.556058,0,,2025-07-09 16:00:02,2026-05-15 16:14:29,0.43,0.37260668271367126
396368313,1882.01,TOI-1882.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,3.0898836,18.4456585,11.2394,8828.7,1.63132,0,,2024-12-05 16:02:02,2026-05-15 16:14:29,0.51,0.43247417454184006
219879302,1884.01,TOI-1884.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,6.7822781,9.0508641,12.6183,5225.0,0.882285,0,,2024-11-14 10:08:02,2026-05-15 16:14:29,0.535,0.4296794610131541
403136415,1886.01,TOI-1886.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,2.5128483,12.8342008,13.0934,5744.0,0.924044,0,,2024-04-25 10:08:01,2026-05-15 16:14:29,0.72,0.5172133383674427
229586455,1887.01,TOI-1887.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,2.2001583,2.5006782,12.2415,4250.0,0.705729,0,,2023-05-25 16:02:01,2026-05-15 16:14:29,0.765,0.54919939982258
139771134,1889.01,TOI-1889.01,APC,candidate_for_prediction,,to_be_predicted_after_model_training,0.9134495,5.4104686,12.5093,4791.0,0.771805,0,,2024-12-05 16:02:02,2026-05-15 16:14:29,0.365,0.34619409110069965
288636599,1890.01,TOI-1890.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,19.9676936,10.0136343,11.6819,5857.0,1.26949,0,,2023-03-22 16:02:02,2026-05-15 16:14:29,0.77,0.5567060402184462
139198430,1891.01,TOI-1891.01,APC,candidate_for_prediction,,to_be_predicted_after_model_training,15.3617729,14.7142,9.3059,5984.0,1.22,0,,2023-11-15 16:02:02,2026-05-15 16:14:29,0.465,0.4304643020457718
347538174,2108.01,TOI-2108.01,APC,candidate_for_prediction,,to_be_predicted_after_model_training,6.8019625,29.3148832,10.223,6300.0,1.42268,0,,2022-08-24 16:02:02,2026-05-15 16:14:29,0.045,0.21089549193129636
300293197,211.01,TOI-211.01,APC,candidate_for_prediction,,to_be_predicted_after_model_training,6.5638651,5.9264523,9.4906,5873.97,1.08871,0,,2026-04-17 10:08:01,2026-05-15 16:14:29,0.655,0.5239248256931364
427320001,2112.01,TOI-2112.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,14.0120582,4.4835127,7.1776,7184.0,1.58046,0,,2023-05-19 10:10:02,2026-05-15 16:14:29,0.355,0.39883299865988536
427320001,2112.02,TOI-2112.02,PC,candidate_for_prediction,,to_be_predicted_after_model_training,155.8237,5.5521957,7.1776,7184.0,1.58046,0,,2023-01-30 16:02:02,2026-05-15 16:14:29,0.405,0.41606204928726076
9828416,2114.01,TOI-2114.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,6.2099619,14.369,9.8251,6382.0,2.1,0,,2026-03-14 12:03:39,2026-05-15 16:14:29,0.54,0.462783039417005
206609630,212.01,TOI-212.01,APC,candidate_for_prediction,,to_be_predicted_after_model_training,0.3352715,4.4688,12.5595,3332.0,0.3,0,,2024-09-05 10:08:02,2026-05-15 16:14:29,0.24,0.28317632548522825
88996391,2121.01,TOI-2121.01,APC,candidate_for_prediction,,to_be_predicted_after_model_training,2.3195654,12.4030722,11.9441,4325.66,0.628365,0,,2022-11-18 16:02:02,2026-05-15 16:14:29,0.805,0.57230328279934
279514271,2339.01,TOI-2339.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,9.7728388,12.0232332,11.9507,5636.8,2.43731,0,,2024-12-05 16:02:02,2026-05-15 16:14:29,0.55,0.44432261989979327
12423815,234.01,TOI-234.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,2.8392793,10.4761821,14.6253,3642.0,0.54933,0,,2024-12-05 16:02:02,2026-05-15 16:14:29,0.645,0.4629284526633996
166834768,2343.01,TOI-2343.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,3.2553185,6.72917,12.2539,5927.0,1.25,0,,2021-10-29 12:59:15,2026-05-15 16:14:29,0.22,0.276361173137587
311179742,2344.01,TOI-2344.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,8.3129806,10.7065,12.2766,5929.0,2.03,0,,2023-01-24 16:02:02,2026-05-15 16:14:29,0.665,0.49833556671149093
317483660,2346.01,TOI-2346.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,3.3311975,14.877,11.5584,6605.0,1.33,0,,2021-10-29 12:59:15,2026-05-15 16:14:29,0.675,0.5114694226338865
301343785,2347.01,TOI-2347.01,APC,candidate_for_prediction,,to_be_predicted_after_model_training,1.1736318,8.1147,11.6751,6033.7,1.93,0,,2021-10-29 12:59:15,2026-05-15 16:14:29,0.025,0.18531034454268575
317019074,2348.01,TOI-2348.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,1.2043785,4.985,11.6884,6595.0,1.38,0,,2021-10-29 12:59:15,2026-05-15 16:14:29,0.06,0.2026630882552613
405452527,2349.01,TOI-2349.01,APC,candidate_for_prediction,,to_be_predicted_after_model_training,11.5738497,22.4042,11.8929,5782.0,1.61,0,,2023-10-17 16:02:02,2026-05-15 16:14:29,0.095,0.21735656242534662
280095254,235.01,TOI-235.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,10.090259,,9.4688,5454.42,,2,pl_rade;st_rad,2024-02-23 10:08:02,2026-05-15 16:14:29,0.015,0.1706368590859686
47601197,2350.01,TOI-2350.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,8.6251769,7.55444,10.6477,5484.0,1.08,0,,2023-03-08 12:03:11,2026-05-15 16:14:29,0.475,0.42114714424157434
234489133,2572.01,TOI-2572.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,3.5985851,11.8109,13.258,6303.0,1.45,0,,2022-07-20 12:03:42,2026-05-15 16:14:29,0.535,0.42285225730675463
160037058,2573.01,TOI-2573.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,4.5815438,15.1889,13.1657,5525.0,1.07,0,,2021-10-29 12:59:15,2026-05-15 16:14:29,0.575,0.44380863788374303
159332859,2574.01,TOI-2574.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,4.4817684,19.0204,12.881,6734.0,1.25,0,,2022-10-05 10:10:01,2026-05-15 16:14:29,0.36,0.33943021237541393
142784687,2575.01,TOI-2575.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,3.1711207,13.924729,13.152,6140.0,1.45618,0,,2023-05-25 16:02:01,2026-05-15 16:14:29,0.705,0.5090358758828016
115453244,2576.01,TOI-2576.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,3.8229149,13.5313,12.2323,6166.4,1.21,0,,2022-03-10 16:02:01,2026-05-15 16:14:29,0.82,0.5765664869667264
112316665,2577.01,TOI-2577.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,3.7494409,13.2544,11.5955,7899.0,1.89,0,,2021-11-29 12:02:15,2026-05-15 16:14:29,0.15,0.24854043570181622
104986789,2578.01,TOI-2578.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,3.4580018,14.7324849,10.5863,6427.8,1.2663,0,,2023-03-06 16:02:02,2026-05-15 16:14:29,0.935,0.6521023321632842
37862966,2581.01,TOI-2581.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,3.5838508,12.4141,12.9754,5450.0,1.08,0,,2024-10-29 12:02:50,2026-05-15 16:14:29,0.88,0.5984461867341637
21279791,2582.01,TOI-2582.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,3.0183134,9.10865,12.4848,5238.0,0.93,0,,2022-10-11 16:02:02,2026-05-15 16:14:29,0.445,0.3863469069171466
458641144,2584.01,TOI-2584.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,4.6965638,16.2589,12.731,6502.7,1.43,0,,2024-01-23 12:02:45,2026-05-15 16:14:29,0.48,0.4010602265301237
458647887,2586.01,TOI-2586.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,9.5835608,12.6233,10.505,5781.0,1.91,0,,2022-04-19 12:02:07,2026-05-15 16:14:29,0.485,0.4276565110636045
63698669,1892.01,TOI-1892.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,1837.8897313,2.231604,9.9312,5256.0,0.795285,0,,2025-08-12 12:03:45,2026-05-15 16:14:29,0.525,0.35444193033414134
264544388,1893.01,TOI-1893.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,,3.9646898,8.43389,6996.0,1.46151,1,pl_orbper,2021-10-29 12:59:15,2026-05-15 16:14:29,0.43,0.40648269405916704
280865159,1894.01,TOI-1894.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,739.2389832,6.2876421,10.7519,5611.0,1.0692,0,,2025-08-12 12:03:45,2026-05-15 16:14:29,0.58,0.44537668923464147
384159646,1895.01,TOI-1895.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,748.0739416,9.5710516,9.7556,6762.0,1.37387,0,,2025-07-22 12:04:25,2026-05-15 16:14:29,0.53,0.49467768848660554
174302697,1896.01,TOI-1896.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,,8.9556287,8.88374,6750.0,1.60572,1,pl_orbper,2021-10-29 12:59:15,2026-05-15 16:14:29,0.555,0.464058951603998
105840719,2123.01,TOI-2123.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,10.3088514,4.0217464,9.5373,5432.0,0.843702,0,,2025-08-01 10:05:58,2026-05-15 16:14:29,0.87,0.6307084881124981
234345288,213.01,TOI-213.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,23.5199045,2.30502,9.7806,4566.4,0.67,0,,2024-05-02 10:08:02,2026-05-15 16:14:29,0.93,0.6577836970629807
234345288,213.02,TOI-213.02,PC,candidate_for_prediction,,to_be_predicted_after_model_training,7.7565534,1.1359985,9.7806,4566.4,0.672062,0,,2024-04-25 10:08:01,2026-05-15 16:14:29,0.825,0.7110489558964159
39200363,2133.01,TOI-2133.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,3.8266587,2.4536347,10.8571,4175.0,0.716312,0,,2025-07-22 12:04:25,2026-05-15 16:14:29,0.885,0.6243087637203081
47601197,2350.02,TOI-2350.02,PC,candidate_for_prediction,,to_be_predicted_after_model_training,4.8714085,3.8394,10.6477,5484.0,1.08,0,,2025-03-05 12:03:45,2026-05-15 16:14:29,0.615,0.4913529050005786
290036495,2351.01,TOI-2351.01,APC,candidate_for_prediction,,to_be_predicted_after_model_training,5.2524809,26.1130371,12.1103,5728.0,1.27,0,,2026-01-10 10:08:01,2026-05-15 16:14:29,0.075,0.2053234676956043
32925763,2352.01,TOI-2352.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,1.6804461,5.37039,11.0863,5695.0,1.04,0,,2021-10-29 12:59:15,2026-05-15 16:14:29,0.22,0.28922712362189235
177079323,2353.01,TOI-2353.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,5.7517969,6.2303216,11.895,6510.3,1.97616,0,,2024-03-11 10:08:02,2026-05-15 16:14:29,0.22,0.2801526142178607
124515764,2355.01,TOI-2355.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,1.2709769,4.10761,11.7959,6296.0,1.17,0,,2023-01-24 16:02:02,2026-05-15 16:14:29,0.275,0.30898284036471846
30947715,2356.01,TOI-2356.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,3.66275,3.52758,11.7118,6150.0,1.22,0,,2021-10-29 12:59:15,2026-05-15 16:14:29,0.435,0.38977261728624246
124206468,2357.01,TOI-2357.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,7.0924883,12.2608,11.4586,6493.0,1.58,0,,2024-11-18 12:03:12,2026-05-15 16:14:29,0.555,0.45235564542926837
436102447,2359.01,TOI-2359.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,5.1858,18.5118,11.0331,6130.0,2.7,0,,2021-10-29 12:59:15,2026-05-15 16:14:29,0.5,0.42961732350475795
204671232,2361.01,TOI-2361.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,8.71546,12.1387,11.9196,5395.0,1.06,0,,2021-10-29 12:59:15,2026-05-15 16:14:29,0.865,0.6022209587849814
302924206,2362.01,TOI-2362.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,6.9444047,13.4708551,12.3715,6104.5,1.41945,0,,2024-04-25 10:08:01,2026-05-15 16:14:29,0.295,0.3123718595827508
445456888,2363.01,TOI-2363.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,5.5436298,13.5659,12.1046,6510.0,1.81,0,,2025-07-10 10:08:01,2026-05-15 16:14:29,0.515,0.42536990113327244
39218269,2366.01,TOI-2366.01,APC,candidate_for_prediction,,to_be_predicted_after_model_training,17.1869882,12.9307,11.8402,6049.7,2.05,0,,2024-02-15 12:03:00,2026-05-15 16:14:29,0.38,0.3601257873577507
284418751,2588.01,TOI-2588.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,3.587158,10.0104,10.6713,6495.7,1.75,0,,2023-07-12 16:02:01,2026-05-15 16:14:29,0.665,0.5161649101076348
234832821,2590.01,TOI-2590.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,0.7460577,1.77725,9.47351,6162.0,1.13,0,,2023-02-01 12:02:43,2026-05-15 16:14:29,0.2,0.3054460577534015
284122875,2592.01,TOI-2592.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,3.4559382,,10.871,9290.0,,2,pl_rade;st_rad,2021-11-29 12:02:15,2026-05-15 16:14:29,0.01,0.15315300491050834
258983679,2593.01,TOI-2593.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,1.4711386,6.70217,10.3513,6514.0,2.19,0,,2026-01-31 12:04:12,2026-05-15 16:14:29,0.01,0.19228333733386332
229167359,2594.01,TOI-2594.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,2.682814,23.5198,10.2626,8528.0,5.28,0,,2021-10-29 12:59:15,2026-05-15 16:14:29,0.035,0.20568778186775116
151284882,2595.01,TOI-2595.01,APC,candidate_for_prediction,,to_be_predicted_after_model_training,3.817421,3.32507,10.7212,6033.7,1.02,0,,2022-03-11 10:10:02,2026-05-15 16:14:29,0.42,0.39310728307741627
37089434,2596.01,TOI-2596.01,APC,candidate_for_prediction,,to_be_predicted_after_model_training,16.2709828,6.81631,10.9058,4811.0,0.87,0,,2021-11-29 12:02:15,2026-05-15 16:14:29,0.725,0.5429032056698315
220139435,2597.01,TOI-2597.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,3.6039259,9.20389,9.536,7080.0,3.05,0,,2021-10-29 12:59:15,2026-05-15 16:14:29,0.075,0.23359011095749962
235333495,2599.01,TOI-2599.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,4.1554362,11.1924,10.9402,6352.0,3.53,0,,2021-10-29 12:59:15,2026-05-15 16:14:29,0.255,0.30819059724056697
234160911,2600.01,TOI-2600.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,5.3376282,16.1323,10.276,4825.0,3.5,0,,2023-12-03 12:03:15,2026-05-15 16:14:29,0.405,0.3903956373100231
456844391,2601.01,TOI-2601.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,6.0210332,18.8835,10.8943,7668.0,1.93,0,,2022-04-19 12:02:07,2026-05-15 16:14:29,0.21,0.286090752340015
191928543,2602.01,TOI-2602.01,APC,candidate_for_prediction,,to_be_predicted_after_model_training,7.234064,18.5228447,11.83,6770.0,1.73783,0,,2023-10-17 16:02:02,2026-05-15 16:14:29,0.28,0.31078282891832965
23059280,2137.01,TOI-2137.01,APC,candidate_for_prediction,,to_be_predicted_after_model_training,14.1502269,18.6317683,12.2186,4882.0,0.873952,0,,2022-02-16 10:10:02,2026-05-15 16:14:29,0.04,0.18615052070978239
167415965,214.01,TOI-214.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,18.5536802,1.5564836,8.0089,5346.2,0.8,0,,2026-04-17 10:08:01,2026-05-15 16:14:29,0.99,0.7320521274561259
167415965,214.02,TOI-214.02,PC,candidate_for_prediction,,to_be_predicted_after_model_training,9.6959841,0.7764278,8.0089,5346.2,0.8,0,,2026-04-17 10:08:01,2026-05-15 16:14:29,0.89,0.7293660293037006
44313455,2142.01,TOI-2142.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,9.3004351,1.5550304,11.0768,3472.0,0.363966,0,,2023-06-12 12:03:00,2026-05-15 16:14:29,0.965,0.6884348721274378
103195323,2143.01,TOI-2143.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,5.5899401,12.1202,10.1041,7437.0,1.95,0,,2025-12-08 12:04:43,2026-05-15 16:14:29,0.255,0.31726329617454774
428988981,2144.01,TOI-2144.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,37.3415931,2.1417,9.90667,5452.0,0.88,0,,2025-07-23 16:00:01,2026-05-15 16:14:29,0.78,0.5813429737189579
341630071,2147.01,TOI-2147.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,26.2049782,10.15497,10.7047,6115.0,1.3363301,0,,2023-05-22 16:02:02,2026-05-15 16:14:29,0.535,0.44955992839933767
441159680,2367.01,TOI-2367.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,5.74984,14.4892,12.3193,6046.0,1.08,0,,2021-10-29 12:59:15,2026-05-15 16:14:29,0.34,0.3355086603335947
220068921,2369.01,TOI-2369.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,3.36376,10.7493,12.1227,5713.3,1.27,0,,2021-10-29 12:59:15,2026-05-15 16:14:29,0.73,0.5327912449466374
347357977,2370.01,TOI-2370.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,12.6826724,5.24953,11.4878,5851.0,1.04,0,,2021-10-29 12:59:15,2026-05-15 16:14:29,0.685,0.5167297139075909
432132155,2371.01,TOI-2371.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,4.8984239,12.907,12.2036,5774.0,1.29,0,,2024-01-22 12:03:00,2026-05-15 16:14:29,0.75,0.5418216793411796
164150537,2375.01,TOI-2375.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,6.1600755,17.7265,12.6389,5669.0,1.19,0,,2023-02-06 10:10:02,2026-05-15 16:14:29,0.355,0.33948808472390896
326522874,2376.01,TOI-2376.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,3.1821969,9.3708418,12.7119,5672.5,1.3954,0,,2024-04-25 10:08:01,2026-05-15 16:14:29,0.4,0.3613522646825855
146165619,2377.01,TOI-2377.01,APC,candidate_for_prediction,,to_be_predicted_after_model_training,1.6766686,11.4035308,14.1858,4155.0,0.622666,0,,2026-01-21 10:08:01,2026-05-15 16:14:29,0.66,0.47530259000493386
231063955,2378.01,TOI-2378.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,3.4972769,11.5840209,13.3921,4940.0,0.80797,0,,2024-12-05 16:02:02,2026-05-15 16:14:29,0.805,0.5563900534399938
39080923,2381.01,TOI-2381.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,5.0451188,18.0229867,12.3643,5337.0,1.16636,0,,2024-12-05 16:02:02,2026-05-15 16:14:29,0.445,0.387554742283867
146776480,2605.01,TOI-2605.01,APC,candidate_for_prediction,,to_be_predicted_after_model_training,20.6006151,8.1782864,10.4767,3821.0,0.494575,0,,2024-01-25 12:02:44,2026-05-15 16:14:29,0.755,0.5680157383032172
355800238,2606.01,TOI-2606.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,1.4509175,20.5418,11.7785,6472.0,1.24,0,,2022-03-23 12:02:08,2026-05-15 16:14:29,0.625,0.4841634130553122
269850928,2608.01,TOI-2608.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,4.724665,12.5337443,13.2247,5385.7,1.5727,0,,2023-10-05 14:31:09,2026-05-15 16:14:29,0.74,0.5256550265559881
308883808,2609.01,TOI-2609.01,APC,candidate_for_prediction,,to_be_predicted_after_model_training,1.1645141,6.3506237,11.4514,5979.0,1.23369,0,,2023-10-02 16:02:02,2026-05-15 16:14:29,0.02,0.1852592921408317
149572298,2612.01,TOI-2612.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,13.3572104,19.2978,13.2303,6636.1,1.12,0,,2025-11-15 12:04:02,2026-05-15 16:14:29,0.2,0.25512068715443476
52315301,2613.01,TOI-2613.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,15.2010859,21.1122163,13.1488,6042.0,1.0687701,0,,2024-08-22 10:08:01,2026-05-15 16:14:29,0.105,0.20841168273881083
263075864,2614.01,TOI-2614.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,4.8103214,,11.457,5860.3,,2,pl_rade;st_rad,2024-09-06 10:08:02,2026-05-15 16:14:29,0.205,0.24416488261684038
38965512,2615.01,TOI-2615.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,2.2687617,12.4983488,13.2052,5690.0,1.0785,0,,2024-08-22 10:08:01,2026-05-15 16:14:29,0.745,0.5285030371001641
273850708,2616.01,TOI-2616.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,1.8531628,13.5946,13.426,5355.0,0.68,0,,2024-08-22 10:08:01,2026-05-15 16:14:29,0.66,0.48360910428423
260537454,2617.01,TOI-2617.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,6.3187442,16.8683,13.1982,4961.0,0.98,0,,2024-08-22 10:08:01,2026-05-15 16:14:29,0.135,0.22335772282105787
231076038,2618.01,TOI-2618.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,8.2500143,11.8684,12.0635,7386.5,1.59,0,,2024-08-22 10:08:01,2026-05-15 16:14:29,0.255,0.2956714456656462
128449971,1938.01,TOI-1938.01,APC,candidate_for_prediction,,to_be_predicted_after_model_training,12.7060866,11.4460032,10.7347,6200.5,1.10563,0,,2025-05-19 12:03:23,2026-05-15 16:14:29,0.415,0.3899712835876935
1716467085,2149.01,TOI-2149.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,0.5842495,5.50799,10.1099,6020.0,1.34,0,,2024-05-16 10:08:02,2026-05-15 16:14:29,0.005,0.1924741156192838
231912935,215.01,TOI-215.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,26.2851404,3.082863,10.5011,5821.0,0.96445,0,,2024-05-02 10:08:02,2026-05-15 16:14:29,0.615,0.4917887185816576
270515566,2159.01,TOI-2159.01,APC,candidate_for_prediction,,to_be_predicted_after_model_training,10.0509704,13.5943,10.8595,5844.0,1.41,0,,2022-12-12 16:02:01,2026-05-15 16:14:29,0.48,0.4212508138989144
284477310,2160.01,TOI-2160.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,2.2390502,2.73215,10.6071,6021.0,1.25,0,,2022-12-12 16:02:01,2026-05-15 16:14:29,0.215,0.2919785675226352
2760219,2382.01,TOI-2382.01,PC,candidate_for_prediction,,to_be_predicted_after_model_training,4.6612025,12.7709747,11.4408,5884.5,1.52373,0,,2024-04-25 10:08:01,2026-05-15 16:14:29,0.895,0.6226837000928751
